id,question,options,answer,notes,Tags,questionPre
220202027,某单位会计人员王某在填制记账凭证过程中发生了以下事项，其中正确的有{{c1::}}。,记账凭证应当根据经过审核的原始凭证及有关资料编制<br>||一张更正错误的记账凭证未附原始凭证<br>||由于一张购货发票涉及了另一单位，发票原件被对方保存，故根据发票复印件填制记账凭证<br>||填制记账凭证时，因出现文字错误，遂予以划线更正法更正<br>,1||2,参考解析：根据规定，更正错误的记账凭证可以不附原始凭证。不同内容和类别的原始凭证不得汇总在一张记账凭证上。一张原始凭证所列支出需要几个单位共同负担的，应当将其他单位负担的部分，开给对方原始凭证分割单进行结算，而不应该用复印件代替。如果在填制记账凭证时发生错误，应当重新填制。<br>,会计法律制度,
220202028,下列会计账簿中，通常使用订本账形式的有{{c1::}}。,备查账<br>||银行存款日记账<br>||明细账<br>||现金日记账<br>,2||4,参考解析：总账一般有订本账和活页账两种；明细账通常使用活页账；日记账通常使用订本账。<br>,会计法律制度,
220202029,下列关于财务会计报告的编制要求的说法中，错误的有{{c1::}}。,依据经过审核的会计账簿和有关资料编制财务会计报告<br>||向不同的会计资料使用者提供的财务会计报告，其编制依据可以不一致<br>||企业在编制年度财务会计报告后，必须进行财产清查<br>||接受企业财务会计报告的组织或者个人，在企业财务会计报告未正式对外披露前，应当对其内容保密<br>,2||3,参考解析：根据规定，向不同的会计资料使用者提供的财务会计报告，其编制基础、编制依据、编制原则和方法应当一致，因此选项B的说法错误。企业在编制年度财务会计报告前，必须进行财产清查，因此选项C的说法错误。<br>,会计法律制度,
220202030,下列各项中，属于会计档案的有{{c1::}}。,会计凭证<br>||会计账簿<br>||财务会计报告<br>||年度财务计划<br>,1||2||3,参考解析：预算、计划、制度等文件属于文书档案，不是会计档案。<br>,会计法律制度,
220202031,"根据会计法律制度的规定,下列关于单位之间会计档案交接的表述中,正确的有{{c1::}}。",电子会计档案应当与其元数据一并移交<br>||档案接受单位应当对保存电子会计档案的载体和其技术环境进行检验<br>||交接双方的单位有关负责人负责监督会计档案交接<br>||交接双方经办人和监督人应当在会计档案移交清册上签名或盖章<br>,1||2||3||4,参考解析：<br>,会计法律制度,
220202032,根据《会计档案管理办法》的规定，下列需要由会计管理机构编制的档案清册有{{c1::}}。,会计档案销毁清册<br>||会计档案移交清册<br>||会计档案鉴定意见书<br>||会计档案保管清册<br>,2||4,参考解析：会计档案销毁清册由单位档案管理机构编制；会计档案鉴定意见书由单位定期鉴定，并形成。其鉴定工作由单位档案管理机构牵头，组织单位会计、审计、纪检监察等机构或人员共同进行。<br>,会计法律制度,
220202033,根据会计法律制度的规定，下列各项中，属于甲公司内部会计监督主体的有{{c1::}}。,甲公司纪检部门<br>||甲公司债权人<br>||甲公司会计机构<br>||甲公司会计人员<br>,3||4,参考解析：内部会计监督的主体是各单位的会计机构、会计人员；内部会计监督的对象是单位的经济活动。<br>,会计法律制度,
220202034,下列各项中，属于行政事业单位内部控制的措施的有{{c1::}}。,不相容岗位相互分离<br>||内部授权审批控制<br>||归口管理<br>||运营分析控制<br>,1||2||3,参考解析：行政事业单位内部控制措施包括：不相容岗位分离控制；内部授权审批控制；归口管理；会计控制；单据控制；预算控制；财产保护控制；信息内部公开。选项D属于企业内部控制制度的措施。<br>,会计法律制度,
220202035,下列关于注册会计师审计报告的说法中，正确的有{{c1::}}。,审计报告分为标准审计报告和非标准审计报告<br>||注册会计师应当就财务报表是否在所有重大方面按照适用的财务报告编制基础编制并实现公允反映形成审计意见<br>||含有强调事项段的审计报告，为标准审计报告<br>||非无保留意见，包括保留意见、否定意见和无法表示意见三种类型<br>,1||2||4,参考解析：标准审计报告，是指不附加说明段、强调事项段、其他事项段或其他任何修饰性用语的无保留意见的审计报告。包含其他报告责任段，但不含有强调事项段或其他事项段的无保留意见的审计报告也被视为标准审计报告。<br>,会计法律制度,
220202036,下列关于会计监督主体及对象的说法中，正确的有{{c1::}}。,单位内部会计监督的对象限于会计核算活动<br>||国务院财政部门是会计工作政府监督的唯一主体<br>||会计监督体系中，仅有会计工作政府监督存在行政处罚的可能<br>||注册会计师及其所在的会计师事务所监督的对象是委托单位的经济活动<br>,3||4,参考解析：单位内部会计监督的对象是单位经济活动，主体是会计机构和会计人员，因此选项A的说法错误；财政部门是政府监督的主要监督人，此外还包括审计、税务、人民银行等其他部门，因此选项B的说法错误；会计工作政府监督的对象是会计行为和会计资料，主要是指财政部门代表国家对各单位和单位中相关人员的会计行为实施的监督检查，以及对发现的违法会计行为实施行政处罚。<br>,会计法律制度,
220202037,下列有关各单位会计机构设置的说法中，正确的有{{c1::}}。,单位可以根据领导意愿决定需不需要单独设置会计机构<br>||大、中型企业应单独设置会计机构<br>||不具备设置条件的，应当委托具有会计代理记账资格的中介机构代理记账<br>||单位必须设置会计机构并指定会计机构负责人<br>,2||3,参考解析：选项A，规模很小、经济业务简单、业务量相对较少的单位，为了提高经济效益，可以不单独设置会计机构，将会计职能并入其他职能部门，并设置会计人员，同时指定会计主管人员；选项D，各单位可以根据本单位的会计业务繁简程度和会计管理工作的需要决定是否设置会计机构。<br>,会计法律制度,
220202038,根据会计法律制度的规定，下列关于总会计师地位的表述中，正确的有{{c1::}}。,是单位内部审计机构负责人<br>||是单位会计机构负责人<br>||是单位会计工作的主要负责人<br>||是单位行政领导成员<br>,3||4,参考解析：总会计师是主管本单位会计工作的行政领导，是单位行政领导成员，是单位会计工作的主要负责人，全面负责单位的财务会计管理和经济核算。<br>,会计法律制度,
220202039,根据会计法律制度的规定，下列关于会计人员回避制度的表述中，正确的有{{c1::}}。,单位负责人的直系亲属不得担任本单位的会计机构负责人<br>||单位负责人的直系亲属不得担任本单位的出纳工作<br>||会计机构负责人的直系亲属不得担任本单位的出纳工作<br>||会计机构负责人的直系亲属不得担任本单位的总账会计<br>,1||3,参考解析：根据规定，单位领导人的直系亲属不得担任本单位的会计机构负责人、会计主管人员。会计机构负责人、会计主管人员的直系亲属不得在本单位会计机构中担任出纳工作。<br>,会计法律制度,
220202040,根据《会计基础工作规范》的规定，出纳人员不得兼管的工作有{{c1::}}。,办公室文秘工作<br>||收入、费用账目的登记工作<br>||会计档案保管工作<br>||债权、债务账目的登记工作<br>,2||3||4,参考解析：根据规定，出纳人员不得兼管会计档案保管，也不得兼任稽核以及收入、支出、费用、债权债务等账目的登记工作。<br>,会计法律制度,
220202041,下列关于会计工作交接的说法中，正确的有{{c1::}}。,做好会计交接工作，可以使会计工作前后衔接<br>||做好会计交接工作，可以保证会计工作连续进行<br>||做好会计交接工作，可以防止因会计人员的更换而出现的账目不清<br>||做好会计交接工作，也是分清移交人员和接管人员工作责任的一项有效措施<br>,1||2||3||4,参考解析：<br>,会计法律制度,
220202042,根据会计法律制度的规定，下列情形中，属于违法行为的有{{c1::}}。,指使会计人员编制虚假财务会计报告<br>||变造会计账簿<br>||隐匿依法应当保存的会计凭证<br>||拒绝接收金额记载错误的原始凭证<br>,1||2||3,参考解析：选项A属于授意、指使、强令会计机构、会计人员及其他人员伪造、变造会计凭证、会计账簿，编制虚假财务会计报告或者隐匿、故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告；选项B属于伪造、变造会计凭证、会计账簿，编制虚假财务会计报告；选项C属于隐匿或者故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告。选项D属于符合会计法律制度要求的行为。<br>,会计法律制度,
220202043,隐匿或者故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告，尚不构成犯罪的，由县级以上人民政府财政部门予以通报，可以依法对单位并处罚款。下列关于此种情形下处以罚款数额的表述，不正确的有{{c1::}}。,500元以上10万元以下<br>||5000元以上10万元以下<br>||5万元以上10万元以下<br>||5000元以上5万元以下<br>,1||3||4,参考解析： 隐匿或者故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告，尚不构成犯罪的，由县级以上人民政府财政部门予以通报，在通报的同时，可以对单位并处5000元以上10万元以下的罚款。<br>,会计法律制度,
220202044,甲公司因连年亏损，单位负责人张某要求单位会计主管人员刘某把公司财务报表调整成利润收益20万元，遭到刘某拒绝，单位负责人张某则将刘某调到车间从事生产工作，据此，下列表述正确的有{{c1::}}。,张某有权利调动刘某工作岗位<br>||单位负责人授意、指使、强令会计人员编制虚假财务会计报告是违法行为<br>||对受打击报复的会计人员应当恢复其名誉<br>||对受打击报复的会计人员应当恢复其原有职务、级别<br>,2||3||4,参考解析：<br>,会计法律制度,
220202045,A单位会计王某采用涂改手段，将金额为10000元的购货发票改为40000元。根据《会计法》有关规定，该行为属于伪造会计账簿的行为。{{c1::}},对<br>||错<br>,2,参考解析： 伪造会计资料，包括伪造会计凭证和会计账簿，是以虚假的经济业务为前提来编制会计凭证和会计账簿，旨在以假充真。变造会计资料，包括变造会计凭证和会计账簿，是用涂改、挖补等手段来改变会计凭证和会计账簿的真实内容，以歪曲事实真相。本题表述的情况属于变造“会计凭证”的行为。<br>,会计法律制度,
220202046,2021年，技术市场中一项互联网技术取得重大突破，XYZ上市公司将其原有的一项专利技术无形资产摊销年限进行了变更，该项变更直接影响其当年利润500万元，XYZ公司在会计报表附注中对此会计估计变更事项进行了说明，XYZ公司的做法符合法律规定。{{c1::}},对<br>||错<br>,1,参考解析： 根据规定，各单位正确采用会计处理方法，前后各期应一致，不得随意变更。确需变更，按照国家统一的会计制度规定变更，并将变更原因、情况及影响体现在财务会计报告中。<br>,会计法律制度,
220202047,会计记录的文字应当使用中文。在中华人民共和国境内的外商投资企业、外国企业和其他外国组织的会计记录，可以同时使用一种外国文字。{{c1::}},对<br>||错<br>,1,参考解析：根据《会计法》的规定，在我国境内的企业、事业单位会计记录使用的文字为中文。民族自治地方，会计记录还可以同时使用当地通用的一种民族文字。在中华人民共和国境内的外商投资企业、外国企业和其他外国组织的会计记录，可以同时使用一种外国文字。<br>,会计法律制度,
220202048,不同内容和类别的原始凭证可以汇总填制在一张记账凭证上。{{c1::}},对<br>||错<br>,2,参考解析：记账凭证可以根据每一张原始凭证填制，或者根据若干张“同类”原始凭证汇总填制，也可以根据原始凭证汇总表填制，但不得将不同内容和类别的原始凭证汇总填制在一张记账凭证上。<br>,会计法律制度,
220202049,未设立档案机构的，应当在会计机构内部指定专人保管，出纳人员可以酌情兼管会计档案。{{c1::}},对<br>||错<br>,2,参考解析：未设立档案机构的，应当在会计机构内部指定专人保管。出纳人员不得兼管会计档案。<br>,会计法律制度,
220202050,当年形成的会计档案，可暂由本单位会计机构保管至本年年底。{{c1::}},对<br>||错<br>,2,参考解析： 会计档案，在会计年度终了后可暂由本单位会计机构保管一年。<br>,会计法律制度,
220202051,单位会计管理机构临时保存会计档案的期限是3年。{{c1::}},对<br>||错<br>,2,参考解析：当年形成的会计档案，在会计年度终了后，可由单位会计管理机构临时保管1年，再移交单位档案管理机构保管。因工作需要确需推迟移交的，应当经单位档案管理机构同意。单位会计管理机构临时保管会计档案最长不超过3年。<br>,会计法律制度,
220202052,单位档案管理机构负责组织会计档案销毁工作，并与会计管理机构共同派员监销。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220202053,会计档案销毁之后，监销人应该在销毁清册上签名并且盖章。{{c1::}},对<br>||错<br>,2,参考解析： 监销人在会计档案销毁前应当按照会计档案销毁清册所列内容进行清点核对；在会计档案销毁后，应当在会计档案销毁清册上签名“或”盖章。<br>,会计法律制度,
220202054,从事会计工作2年且具有助理会计师专业技术资格人员，可担任单位会计机构负责人。{{c1::}},对<br>||错<br>,2,参考解析：担任单位会计机构负责人（会计主管人员）的，应当具备会计师以上专业技术职务资格或者从事会计工作3年以上经历。<br>,会计法律制度,
220202055,会计工作的政府监督主体是县级以上的人民政府财政部门，财政部门实施会计监督的对象是会计行为。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220202056,运营分析控制和绩效考评控制属于行政事业单位内部控制的控制方法。{{c1::}},对<br>||错<br>,2,参考解析： 运营分析控制和绩效考评控制属于企业内部控制的控制措施。<br>,会计法律制度,
220202057,代理记账公司可经委托人授权向税务机关提供税务资料。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220202058,会计机构负责人办理交接手续，应由主管单位派人进行监交。{{c1::}},对<br>||错<br>,2,参考解析： 会计机构负责人办理交接手续时，由单位领导人负责监交，必要时，主管单位可以派人会同监交。<br>,会计法律制度,
220202059,会计工作交接后，原移交人员因会计资料已办理移交，因而不再对这些会计资料的合法性、真实性负责。{{c1::}},对<br>||错<br>,2,参考解析： 移交人员应当对所移交的会计资料的合法性、真实性负责。<br>,会计法律制度,
220202060,注册会计师实施审计程序中，在获取充分、适当的审计证据后，如果认为错报单独或汇总起来对财务报表的影响重大且具有广泛性，注册会计师应当发表否定意见类型的审计报告。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220202061,张某具备博士学位，2021年取得了会计师职称，张某若要符合担任正高级会计师的工作年限要求，应从事与会计师职责相关工作满5年。{{c1::}},对<br>||错<br>,2,参考解析：担任正高级会计师，—般应具有大学本科及以上学历或学士以上学位，取得“高级会计师职称后”，从事与“高级会计师”职责相关工作满5年。<br>,会计法律制度,
220202062,代理记账机构应当于每年4月30日之前，向审批机关报送代理记账机构基本情况表和专职从业人员变动情况。设立分支机构的，由总机构报送，分支机构不用单独报送。{{c1::}},对<br>||错<br>,2,参考解析：代理记账机构设立分支机构的，分支机构应当于每年4月30日之前向其所在地的审批机关报送相关材料。<br>,会计法律制度,
220202063,在必要情况下，收到检举材料和处理检举的相关部门及人员可以将被检举人姓名和检举材料转给被检举单位。{{c1::}},对<br>||错<br>,2,参考解析：任何单位和个人对违反《会计法》和国家统一的会计制度的行为，都有权进行检举。为保护检举人的合法权益，收到检举材料和处理检举的部门及其相关人员应当为检举人保密，不得将检举人姓名和检举材料转给被检举单位和被检举个人。转交的，尚未构成犯罪的，应被给予行政处分。<br>,会计法律制度,
220202064,因故意销毁会计凭证被依法追究刑事责任的会计人员，不得再从事会计工作。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220203001,根据支付结算法律制度的规定，下列关于票据填写要求的表述中，不正确的是{{c1::}}。,单位名称应当记载全称或者规范化简称<br>||个人在票据和结算凭证上的签章，应为该个人本人的签名或盖章<br>||出票日期可选择使用中文大写或阿拉伯数字<br>||金额以中文大写和阿拉伯数字同时记载，二者必须一致<br>,3,参考解析：根据规定，票据的出票日期必须使用中文大写，不可以使用阿拉伯数字。<br>,支付结算法律制度,
220203002,甲公司因长期经营不善被宣告破产，撤销在银行开立的结算账户时，其应当最后撤销的是{{c1::}}。,临时存款账户<br>||专用存款账户<br>||一般存款账户<br>||基本存款账户<br>,4,参考解析：撤销银行结算账户时，应先撤销一般存款账户、专用存款账户、临时存款账户，将账户资金转入基本存款账户后，方可办理基本存款账户的撤销。<br>,支付结算法律制度,
220203003,根据支付结算法律制度的规定，下列首次申请开立单位银行结算账户的存款人中，不应开立基本存款账户的是{{c1::}}。,甲学校<br>||乙电影公司临时摄制组<br>||丙境外机构<br>||丁有限责任公司<br>,2,参考解析：选项B，临时机构不得开立基本存款账户，可以申请开立临时存款账户。<br>,支付结算法律制度,
220203004,下列有关基本存款账户的说法中，错误的是{{c1::}}。,单位设立的独立核算的附属机构不得申请开立基本存款账户<br>||居民委员会、村民委员会、社区委员会均可以申请开立基本存款账户<br>||基本存款账户是存款人因办理日常转账结算和现金收付需要开立的银行结算账户<br>||企业法人开立基本存款账户的，应出具企业法人营业执照<br>,1,参考解析： 选项A，单位设立的独立核算的附属机构可以申请开立基本存款账户。<br>,支付结算法律制度,
220203005,根据支付结算法律制度的规定，下列关于预算单位零余额账户的使用，说法正确的是{{c1::}}。,不得支取现金<br>||可以向所属下级单位账户划拨资金<br>||可以向上级主管单位账户划拨资金<br>||可以向本单位按账户管理规定保留的相应账户划拨工会经费<br>,4,参考解析： 选项A，预算单位零余额账户可以办理“转账”“提取现金”等结算业务；选项B和选项C，预算单位零余额账户不得违反规定向“本单位其他账户”和“上级主管单位”“所属下级单位账户”划拨资金；选项D，预算单位零余额账户可以向本单位按账户管理规定保留的相应账户划拨工会经费、住房公积金及提租补贴，以及财政部门批准的特殊款项。<br>,支付结算法律制度,
220203006,甲公司通过网银向个人分散、高频且跨区域支付劳务款项，被开户银行认定为可疑交易，银行的下列处理措施中，错误的是{{c1::}}。,应关闭甲公司单位银行结算账户的网上银行转账功能<br>||甲公司未提供相关付款依据的，银行应拒绝办理转账业务<br>||要求存款人到银行网点柜台办理转账业务，并出具书面付款依据或相关证明文件<br>||应冻结甲公司单位银行结算账户的全部资金<br>,4,参考解析： 单位向个人付款时，应对应对款项事由的真实性、合法性负责。若出现可疑交易，银行应关闭单位银行结算账户的网上银行转账功能，要求存款人到银行网点柜台办理转账业务，并出具书面付款依据或相关证明文件。如存款人未提供相关依据或相关依据不符合规定的，银行应拒绝办理转账业务。<br>,支付结算法律制度,
220203007,根据支付结算法律制度的规定，下列关于票据付款人的表述中正确的是{{c1::}}。,支票的付款人是出票人<br>||商业承兑汇票的付款人是承兑人<br>||银行汇票的付款人是申请人<br>||银行承兑汇票的付款人是出票人<br>,2,参考解析：选项A，支票的出票人，为在银行开立支票存款账户的企业、其他组织和个人，支票的付款人是出票人的开户银行；选项C，银行汇票的付款人是出票银行；选项D，银行承兑汇票的付款人是承兑银行。<br>,支付结算法律制度,
220203008,甲公司持有一张商业汇票，到期委托开户银行向承兑人收取票款。甲公司行使的票据权利是{{c1::}}。,付款请求权<br>||利益返还请求权<br>||票据追索权<br>||票据返还请求权<br>,1,参考解析： 付款请求权，是指持票人向汇票的承兑人、本票的出票人、支票的付款人出示票据要求付款的权利，是第一顺序权利。<br>,支付结算法律制度,
220203009,甲公司受乙公司欺诈而向其签发一张汇票，乙公司为支付货款将该汇票背书给不知情的丙公司，丙公司被丁公司吸收合并，丁公司为支付工程款，将该汇票背书给善意并支付合理对价的戊公司。下列取得汇票的主体中，不享有票据权利的是{{c1::}}。,丙公司<br>||丁公司<br>||乙公司<br>||戊公司<br>,3,参考解析：持票人以欺诈、偷盗或者胁迫等手段取得票据的，或者明知有上述情形，出于恶意取得票据的，不享有票据权利。本题中，乙公司是因欺诈取得的票据，其不享有票据权利。乙公司将其背书给丙公司，因丙公司善意无过失，且支付了对价，因此丙公司享有票据权利；丁公司通过吸收合并方式获得该项票据权利；戊公司通过支付对价方式获得票据权利。<br>,支付结算法律制度,
220203010,根据支付结算法律制度的规定，票据凭证不能满足背书人记载事项的需要，可以加附粘单。粘单上的第一记载人，应当在票据和粘单的粘接处签章。该记载人是{{c1::}}。,粘单上第一手背书的被背书人<br>||粘单上最后一手背书的背书人<br>||粘单上第一手背书的背书人<br>||票据持票人<br>,3,参考解析：背书人是指在转让票据时，在票据背面或粘单上签字或盖章，并将该票据交付给受让人的票据收款人或持有人。粘单上的第一记载人，为粘单上第一手背书的背书人，应当在票据和粘单的粘接处签章。<br>,支付结算法律制度,
220203011,根据票据法律制度的规定，付款人承兑时如附有条件，下列说法正确的是{{c1::}}。,所附条件不具有汇票上的效力<br>||所附条件满足，承兑方能成立<br>||所附条件满足，承兑人应当承担到期付款的责任<br>||视为拒绝承兑<br>,4,参考解析： 根据规定，付款人承兑汇票，不得附有条件；承兑附有条件的，视为拒绝承兑。<br>,支付结算法律制度,
220203012,根据支付结算法律制度的规定，下列关于票据追索权行使的表述中，正确的是{{c1::}}。,持票人在行使追索权时，不必提供被拒绝承兑或拒绝付款的有关证明<br>||持票人不得在票据到期前追索<br>||持票人未按照规定期限将被拒绝付款的事由书面通知前手的，丧失追索权<br>||持票人可以不按照票据的承兑人、背书人、保证人和出票人的顺序行使追索权<br>,4,参考解析：选项A，持票人行使追索权时，应当提供被拒绝承兑或者拒绝付款的有关证明；选项B，到期前追索，是指票据到期日前，持票人对下列情形之一行使的追索：①汇票被拒绝承兑的；②承兑人或者付款人死亡、逃匿的；③承兑人或者付款人被依法宣告破产的或者因违法被责令终止业务活动的；选项C，未按照规定期限通知的，持票人仍可以行使追索权。因延期通知给其前手或者出票人造成损失的，由没有按照规定期限通知的票据当事人，承担对该损失的赔偿责任。<br>,支付结算法律制度,
220203013,根据支付结算法律制度的规定，下列关于银行承兑汇票付款责任的表述中，不正确的是{{c1::}}。,承兑银行无抗辩事由的，应在汇票到期日或到期日后的见票当日支付票款<br>||出票人应于汇票到期前将票款足额交存开户银行<br>||承兑银行存在抗辩事由拒绝支付的，应出具拒绝付款证明<br>||汇票到期日出票人未足额交存票款的，承兑银行付款后应按票面金额计收利息<br>,4,参考解析：选项D，银行承兑汇票的出票人于汇票到期日未能足额交存票款时，承兑银行除凭票向持票人无条件付款外，对出票人“尚未支付的汇票金额”按照每天万分之五计收利息。<br>,支付结算法律制度,
220203014,A公司签发一张银行承兑汇票给B公司，C银行对该汇票进行承兑。D公司为该汇票保证，并注明“B公司不得背书转让”，但未记载被保证人名称和保证日期。后B公司为支付货款将该汇票背书转让给E公司。根据规定，下列关于该汇票，说法正确的是{{c1::}}。,D公司的保证附有条件，视为拒绝保证<br>||A公司为被保证人<br>||D公司对B公司的后手被背书人E公司不承担保证责任<br>||未记载保证日期，出票日期为保证日期<br>,4,参考解析：根据规定，保证不得附有条件，保证附有条件的，所附条件无效，但不影响保证的效力，因此选项A与选项C的说法错误；在票据上未记载“被保证人名称”的，已承兑的票据，承兑人为被保证人；未承兑的票据，出票人为被保证人，因此选项B的说法错误。未记载“保证日期”的，出票日期为保证日期。<br>,支付结算法律制度,
220203015,甲公司当年8月5日向乙公司签发了一张见票后3个月付款的银行承兑汇票，根据票据法律制度的规定，乙公司应于规定时间前向付款人提示承兑。该时间为{{c1::}}。,9月5日<br>||9月15日<br>||10月5日<br>||11月15日<br>,1,参考解析：见票后定期付款的汇票，持票人应当自出票之日起1个月内向付款人提示承兑。<br>,支付结算法律制度,
220203016,甲公司从异地乙公司购进中药材一批，于2021年4月20日开出了10万元的见票后3个月付款的银行承兑汇票支付该笔货款，乙公司于4月28日提示承兑，则乙公司提示付款的最后期限为{{c1::}}。,2021年5月20日<br>||2021年6月20日<br>||2021年7月30日<br>||2021年8月6日<br>,4,参考解析：该商业汇票在4月28日提示承兑，即4月28日见票，则该票据到期日为2021年7月28日。根据《中华人民共和国票据法》规定，见票后定期付款的商业汇票，自到期日起10天内向承兑人提示付款。则乙公司提示付款的最后期限为2021年8月6日。<br>,支付结算法律制度,
220203017,根据票据法律制度的规定，下列对银行汇票的表述中，不正确的是{{c1::}}。,未填明实际结算金额和多余金额或者实际结算金额超过出票金额的银行汇票，银行不予受理<br>||更改实际结算金额的银行汇票无效<br>||银行汇票的背书转让以出票金额为准<br>||未填写实际结算金额或者实际结算金额超过出票金额的银行汇票不得背书转让<br>,3,参考解析： 银行汇票的背书转让以不超过出票金额的实际结算金额为准。<br>,支付结算法律制度,
220203018,根据支付结算法律制度的规定，关于银行本票使用的下列表述中，不正确的是{{c1::}}。,银行本票的出票人在持票人提示见票时，必须承担付款责任<br>||注明“现金”字样的银行本票可以用于支取现金<br>||银行本票只限于单位使用，个人不得使用<br>||收款人可以将银行本票背书转让给被背书人<br>,3,参考解析：选项C，“单位和个人”在同一票据交换区域需要支付各种款项，均可以使用银行本票。<br>,支付结算法律制度,
220203019,根据支付结算法律制度的规定，下列各项关于支票提示付款的说法中，正确的是{{c1::}}。,转账支票提示付款期限为出票日起1个月<br>||出票人记载自己为收款人的，提示付款不予受理<br>||支票未记载收款人名称，可以提示付款<br>||现金支票仅限于收款人向付款人提示付款<br>,4,参考解析：选项A，支票的提示付款期限为出票日起10日；选项B，支票出票人可以记载自己为收款人；选项C，支票的金额、收款人名称，可以由出票人授权补记，未补记前不得背书转让和提示付款；现金支票只能支取现金，不得背书转让，因此仅限于收款人向付款人提示付款。<br>,支付结算法律制度,
220203020,下列有关票据贴现的说法中，正确的是{{c1::}}。,商业汇票、银行汇票、本票和支票均可以申请贴现<br>||出票人在票据上记载“不得转让”字样的，该票据不得贴现<br>||实付贴现金额按票面金额扣除贴现日至汇票到期日止的利息计算<br>||贴现的期限为从其贴现之日至汇票到期前1日<br>,2,参考解析： 只有商业汇票才涉及贴现的问题，银行汇票、本票和支票是见票即付的票据，不用贴现，选项A的表述错误。贴现的期限从其贴现之日起至汇票到期日止，选项D的说法错误；实付贴现金额按票面金额扣除贴现日至汇票到期前1日的利息计算。承兑人在异地的纸质商业汇票，贴现的期限以及贴现利息的计算应另加3天的划款日期，选项C的说法错误。<br>,支付结算法律制度,
220203021,2021年12月13日，乙公司持一张汇票向承兑银行P银行提示付款，该汇票出票人为甲公司，金额为100万元，到期日为2021年12月12日。已知12月13日，甲公司账户余额为10万元。后又于12月18日存入100万元。P银行拟对该汇票采取的下列处理方式中，正确的是{{c1::}}。,于12月18日向乙公司付款100万元<br>||于12月13日拒绝付款，退回汇票<br>||于12月13日向乙公司付款100万元<br>||于12月13日向乙公司付款10万元<br>,3,参考解析： 银行承兑汇票的出票人于汇票到期日未能足额交存票款时，承兑银行除凭票向持票人无条件付款外，对出票人尚未支付的汇票金额按照每天万分之五计收利息。<br>,支付结算法律制度,
220203022,根据支付结算法律制度的规定，下列结算方式中，仅适用于单位之间款项结算的是{{c1::}}。,电汇<br>||信汇<br>||商业汇票<br>||委托收款<br>,3,参考解析： 选项ABD所表述的结算工具，单位和个人均可使用。<br>,支付结算法律制度,
220203023,根据支付结算法律制度的规定，下列关于银行卡分类的表述中，不正确的是{{c1::}}。,按是否具有透支功能分为信用卡和贷记卡<br>||按币种不同分为外币卡和人民币卡<br>||按发行对象分为单位卡和个人卡<br>||按信息载体分为磁条卡和芯片卡<br>,1,参考解析：选项A，银行卡按照是否透支分为信用卡和借记卡，信用卡按是否向发卡银行交存备用金分为贷记卡、准贷记卡两类。<br>,支付结算法律制度,
220203024,根据支付结算法律制度的规定，关于预付卡使用的下列表述中，正确的是{{c1::}}。,可在发卡机构签约的特约商户中使用<br>||可向银行账户转移卡内资金<br>||可用于提取现金<br>||可用于购买非本发卡机构发行的预付卡<br>,1,参考解析： 选项BCD，预付卡在发卡机构拓展、签约的特约商户中使用，不得用于或变相用于提取现金，不得用于购买、交换非本发卡机构发行的预付卡、单一行业卡及其他商业预付卡或向其充值，卡内资金不得向银行账户或向非本发卡机构开立的网络支付账户转移。<br>,支付结算法律制度,
220203025,根据支付结算法律制度的规定，下列关于预付卡期限的说法中，正确的是{{c1::}}。,记名预付卡可设置3个月有效期<br>||不记名预付卡有效期应为固定的3年期限<br>||不记名预付卡卡面记载有效期限或有效期截止日<br>||超过有效期的预付卡，一律作废不得使用<br>,3,参考解析：根据规定，记名预付卡可挂失、可赎回、不得设置有效期，因此选项A的说法错误；不记名预付卡有效期不得低于3年，因此选项B的说法错误；超过有效期尚有资金余额的预付卡，可通过延期、激活、换卡等方式继续使用，因此选项D的说法错误。<br>,支付结算法律制度,
220203026,根据支付结算法律制度的规定，下列情形中，属于条码支付的是{{c1::}}。,张某办理健身会员，商家用手持终端机扫描张某出示的手机付款码收款<br>||王某在某APP平台购物线上付款后，到线下便利店自提商品<br>||李某在加油站加油，通过POS机刷信用卡支付加油款<br>||赵某双十一网上购物，通过支付宝担保方式支付货款<br>,1,参考解析：条码支付业务包括付款扫码和收款扫码。付款扫码是指付款人通过移动终端识读收款人展示的条码完成支付的行为。收款扫码是指收款人通过识读付款人移动终端展示的条码完成支付的行为。本题选项A表述属于收款扫码。<br>,支付结算法律制度,
