id,question,options,answer,notes,Tags,questionPre
220202027,某单位会计人员王某在填制记账凭证过程中发生了以下事项，其中正确的有{{c1::}}。,记账凭证应当根据经过审核的原始凭证及有关资料编制<br>||一张更正错误的记账凭证未附原始凭证<br>||由于一张购货发票涉及了另一单位，发票原件被对方保存，故根据发票复印件填制记账凭证<br>||填制记账凭证时，因出现文字错误，遂予以划线更正法更正<br>,1||2,参考解析：根据规定，更正错误的记账凭证可以不附原始凭证。不同内容和类别的原始凭证不得汇总在一张记账凭证上。一张原始凭证所列支出需要几个单位共同负担的，应当将其他单位负担的部分，开给对方原始凭证分割单进行结算，而不应该用复印件代替。如果在填制记账凭证时发生错误，应当重新填制。<br>,会计法律制度,
220202028,下列会计账簿中，通常使用订本账形式的有{{c1::}}。,备查账<br>||银行存款日记账<br>||明细账<br>||现金日记账<br>,2||4,参考解析：总账一般有订本账和活页账两种；明细账通常使用活页账；日记账通常使用订本账。<br>,会计法律制度,
220202029,下列关于财务会计报告的编制要求的说法中，错误的有{{c1::}}。,依据经过审核的会计账簿和有关资料编制财务会计报告<br>||向不同的会计资料使用者提供的财务会计报告，其编制依据可以不一致<br>||企业在编制年度财务会计报告后，必须进行财产清查<br>||接受企业财务会计报告的组织或者个人，在企业财务会计报告未正式对外披露前，应当对其内容保密<br>,2||3,参考解析：根据规定，向不同的会计资料使用者提供的财务会计报告，其编制基础、编制依据、编制原则和方法应当一致，因此选项B的说法错误。企业在编制年度财务会计报告前，必须进行财产清查，因此选项C的说法错误。<br>,会计法律制度,
220202030,下列各项中，属于会计档案的有{{c1::}}。,会计凭证<br>||会计账簿<br>||财务会计报告<br>||年度财务计划<br>,1||2||3,参考解析：预算、计划、制度等文件属于文书档案，不是会计档案。<br>,会计法律制度,
220202031,"根据会计法律制度的规定,下列关于单位之间会计档案交接的表述中,正确的有{{c1::}}。",电子会计档案应当与其元数据一并移交<br>||档案接受单位应当对保存电子会计档案的载体和其技术环境进行检验<br>||交接双方的单位有关负责人负责监督会计档案交接<br>||交接双方经办人和监督人应当在会计档案移交清册上签名或盖章<br>,1||2||3||4,参考解析：<br>,会计法律制度,
220202032,根据《会计档案管理办法》的规定，下列需要由会计管理机构编制的档案清册有{{c1::}}。,会计档案销毁清册<br>||会计档案移交清册<br>||会计档案鉴定意见书<br>||会计档案保管清册<br>,2||4,参考解析：会计档案销毁清册由单位档案管理机构编制；会计档案鉴定意见书由单位定期鉴定，并形成。其鉴定工作由单位档案管理机构牵头，组织单位会计、审计、纪检监察等机构或人员共同进行。<br>,会计法律制度,
220202033,根据会计法律制度的规定，下列各项中，属于甲公司内部会计监督主体的有{{c1::}}。,甲公司纪检部门<br>||甲公司债权人<br>||甲公司会计机构<br>||甲公司会计人员<br>,3||4,参考解析：内部会计监督的主体是各单位的会计机构、会计人员；内部会计监督的对象是单位的经济活动。<br>,会计法律制度,
220202034,下列各项中，属于行政事业单位内部控制的措施的有{{c1::}}。,不相容岗位相互分离<br>||内部授权审批控制<br>||归口管理<br>||运营分析控制<br>,1||2||3,参考解析：行政事业单位内部控制措施包括：不相容岗位分离控制；内部授权审批控制；归口管理；会计控制；单据控制；预算控制；财产保护控制；信息内部公开。选项D属于企业内部控制制度的措施。<br>,会计法律制度,
220202035,下列关于注册会计师审计报告的说法中，正确的有{{c1::}}。,审计报告分为标准审计报告和非标准审计报告<br>||注册会计师应当就财务报表是否在所有重大方面按照适用的财务报告编制基础编制并实现公允反映形成审计意见<br>||含有强调事项段的审计报告，为标准审计报告<br>||非无保留意见，包括保留意见、否定意见和无法表示意见三种类型<br>,1||2||4,参考解析：标准审计报告，是指不附加说明段、强调事项段、其他事项段或其他任何修饰性用语的无保留意见的审计报告。包含其他报告责任段，但不含有强调事项段或其他事项段的无保留意见的审计报告也被视为标准审计报告。<br>,会计法律制度,
220202036,下列关于会计监督主体及对象的说法中，正确的有{{c1::}}。,单位内部会计监督的对象限于会计核算活动<br>||国务院财政部门是会计工作政府监督的唯一主体<br>||会计监督体系中，仅有会计工作政府监督存在行政处罚的可能<br>||注册会计师及其所在的会计师事务所监督的对象是委托单位的经济活动<br>,3||4,参考解析：单位内部会计监督的对象是单位经济活动，主体是会计机构和会计人员，因此选项A的说法错误；财政部门是政府监督的主要监督人，此外还包括审计、税务、人民银行等其他部门，因此选项B的说法错误；会计工作政府监督的对象是会计行为和会计资料，主要是指财政部门代表国家对各单位和单位中相关人员的会计行为实施的监督检查，以及对发现的违法会计行为实施行政处罚。<br>,会计法律制度,
220202037,下列有关各单位会计机构设置的说法中，正确的有{{c1::}}。,单位可以根据领导意愿决定需不需要单独设置会计机构<br>||大、中型企业应单独设置会计机构<br>||不具备设置条件的，应当委托具有会计代理记账资格的中介机构代理记账<br>||单位必须设置会计机构并指定会计机构负责人<br>,2||3,参考解析：选项A，规模很小、经济业务简单、业务量相对较少的单位，为了提高经济效益，可以不单独设置会计机构，将会计职能并入其他职能部门，并设置会计人员，同时指定会计主管人员；选项D，各单位可以根据本单位的会计业务繁简程度和会计管理工作的需要决定是否设置会计机构。<br>,会计法律制度,
220202038,根据会计法律制度的规定，下列关于总会计师地位的表述中，正确的有{{c1::}}。,是单位内部审计机构负责人<br>||是单位会计机构负责人<br>||是单位会计工作的主要负责人<br>||是单位行政领导成员<br>,3||4,参考解析：总会计师是主管本单位会计工作的行政领导，是单位行政领导成员，是单位会计工作的主要负责人，全面负责单位的财务会计管理和经济核算。<br>,会计法律制度,
220202039,根据会计法律制度的规定，下列关于会计人员回避制度的表述中，正确的有{{c1::}}。,单位负责人的直系亲属不得担任本单位的会计机构负责人<br>||单位负责人的直系亲属不得担任本单位的出纳工作<br>||会计机构负责人的直系亲属不得担任本单位的出纳工作<br>||会计机构负责人的直系亲属不得担任本单位的总账会计<br>,1||3,参考解析：根据规定，单位领导人的直系亲属不得担任本单位的会计机构负责人、会计主管人员。会计机构负责人、会计主管人员的直系亲属不得在本单位会计机构中担任出纳工作。<br>,会计法律制度,
220202040,根据《会计基础工作规范》的规定，出纳人员不得兼管的工作有{{c1::}}。,办公室文秘工作<br>||收入、费用账目的登记工作<br>||会计档案保管工作<br>||债权、债务账目的登记工作<br>,2||3||4,参考解析：根据规定，出纳人员不得兼管会计档案保管，也不得兼任稽核以及收入、支出、费用、债权债务等账目的登记工作。<br>,会计法律制度,
220202041,下列关于会计工作交接的说法中，正确的有{{c1::}}。,做好会计交接工作，可以使会计工作前后衔接<br>||做好会计交接工作，可以保证会计工作连续进行<br>||做好会计交接工作，可以防止因会计人员的更换而出现的账目不清<br>||做好会计交接工作，也是分清移交人员和接管人员工作责任的一项有效措施<br>,1||2||3||4,参考解析：<br>,会计法律制度,
220202042,根据会计法律制度的规定，下列情形中，属于违法行为的有{{c1::}}。,指使会计人员编制虚假财务会计报告<br>||变造会计账簿<br>||隐匿依法应当保存的会计凭证<br>||拒绝接收金额记载错误的原始凭证<br>,1||2||3,参考解析：选项A属于授意、指使、强令会计机构、会计人员及其他人员伪造、变造会计凭证、会计账簿，编制虚假财务会计报告或者隐匿、故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告；选项B属于伪造、变造会计凭证、会计账簿，编制虚假财务会计报告；选项C属于隐匿或者故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告。选项D属于符合会计法律制度要求的行为。<br>,会计法律制度,
220202043,隐匿或者故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告，尚不构成犯罪的，由县级以上人民政府财政部门予以通报，可以依法对单位并处罚款。下列关于此种情形下处以罚款数额的表述，不正确的有{{c1::}}。,500元以上10万元以下<br>||5000元以上10万元以下<br>||5万元以上10万元以下<br>||5000元以上5万元以下<br>,1||3||4,参考解析： 隐匿或者故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告，尚不构成犯罪的，由县级以上人民政府财政部门予以通报，在通报的同时，可以对单位并处5000元以上10万元以下的罚款。<br>,会计法律制度,
220202044,甲公司因连年亏损，单位负责人张某要求单位会计主管人员刘某把公司财务报表调整成利润收益20万元，遭到刘某拒绝，单位负责人张某则将刘某调到车间从事生产工作，据此，下列表述正确的有{{c1::}}。,张某有权利调动刘某工作岗位<br>||单位负责人授意、指使、强令会计人员编制虚假财务会计报告是违法行为<br>||对受打击报复的会计人员应当恢复其名誉<br>||对受打击报复的会计人员应当恢复其原有职务、级别<br>,2||3||4,参考解析：<br>,会计法律制度,
220202045,A单位会计王某采用涂改手段，将金额为10000元的购货发票改为40000元。根据《会计法》有关规定，该行为属于伪造会计账簿的行为。{{c1::}},对<br>||错<br>,2,参考解析： 伪造会计资料，包括伪造会计凭证和会计账簿，是以虚假的经济业务为前提来编制会计凭证和会计账簿，旨在以假充真。变造会计资料，包括变造会计凭证和会计账簿，是用涂改、挖补等手段来改变会计凭证和会计账簿的真实内容，以歪曲事实真相。本题表述的情况属于变造“会计凭证”的行为。<br>,会计法律制度,
220202046,2021年，技术市场中一项互联网技术取得重大突破，XYZ上市公司将其原有的一项专利技术无形资产摊销年限进行了变更，该项变更直接影响其当年利润500万元，XYZ公司在会计报表附注中对此会计估计变更事项进行了说明，XYZ公司的做法符合法律规定。{{c1::}},对<br>||错<br>,1,参考解析： 根据规定，各单位正确采用会计处理方法，前后各期应一致，不得随意变更。确需变更，按照国家统一的会计制度规定变更，并将变更原因、情况及影响体现在财务会计报告中。<br>,会计法律制度,
220202047,会计记录的文字应当使用中文。在中华人民共和国境内的外商投资企业、外国企业和其他外国组织的会计记录，可以同时使用一种外国文字。{{c1::}},对<br>||错<br>,1,参考解析：根据《会计法》的规定，在我国境内的企业、事业单位会计记录使用的文字为中文。民族自治地方，会计记录还可以同时使用当地通用的一种民族文字。在中华人民共和国境内的外商投资企业、外国企业和其他外国组织的会计记录，可以同时使用一种外国文字。<br>,会计法律制度,
220202048,不同内容和类别的原始凭证可以汇总填制在一张记账凭证上。{{c1::}},对<br>||错<br>,2,参考解析：记账凭证可以根据每一张原始凭证填制，或者根据若干张“同类”原始凭证汇总填制，也可以根据原始凭证汇总表填制，但不得将不同内容和类别的原始凭证汇总填制在一张记账凭证上。<br>,会计法律制度,
220202049,未设立档案机构的，应当在会计机构内部指定专人保管，出纳人员可以酌情兼管会计档案。{{c1::}},对<br>||错<br>,2,参考解析：未设立档案机构的，应当在会计机构内部指定专人保管。出纳人员不得兼管会计档案。<br>,会计法律制度,
220202050,当年形成的会计档案，可暂由本单位会计机构保管至本年年底。{{c1::}},对<br>||错<br>,2,参考解析： 会计档案，在会计年度终了后可暂由本单位会计机构保管一年。<br>,会计法律制度,
220202051,单位会计管理机构临时保存会计档案的期限是3年。{{c1::}},对<br>||错<br>,2,参考解析：当年形成的会计档案，在会计年度终了后，可由单位会计管理机构临时保管1年，再移交单位档案管理机构保管。因工作需要确需推迟移交的，应当经单位档案管理机构同意。单位会计管理机构临时保管会计档案最长不超过3年。<br>,会计法律制度,
220202052,单位档案管理机构负责组织会计档案销毁工作，并与会计管理机构共同派员监销。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220202053,会计档案销毁之后，监销人应该在销毁清册上签名并且盖章。{{c1::}},对<br>||错<br>,2,参考解析： 监销人在会计档案销毁前应当按照会计档案销毁清册所列内容进行清点核对；在会计档案销毁后，应当在会计档案销毁清册上签名“或”盖章。<br>,会计法律制度,
220202054,从事会计工作2年且具有助理会计师专业技术资格人员，可担任单位会计机构负责人。{{c1::}},对<br>||错<br>,2,参考解析：担任单位会计机构负责人（会计主管人员）的，应当具备会计师以上专业技术职务资格或者从事会计工作3年以上经历。<br>,会计法律制度,
220202055,会计工作的政府监督主体是县级以上的人民政府财政部门，财政部门实施会计监督的对象是会计行为。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220202056,运营分析控制和绩效考评控制属于行政事业单位内部控制的控制方法。{{c1::}},对<br>||错<br>,2,参考解析： 运营分析控制和绩效考评控制属于企业内部控制的控制措施。<br>,会计法律制度,
220202057,代理记账公司可经委托人授权向税务机关提供税务资料。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220202058,会计机构负责人办理交接手续，应由主管单位派人进行监交。{{c1::}},对<br>||错<br>,2,参考解析： 会计机构负责人办理交接手续时，由单位领导人负责监交，必要时，主管单位可以派人会同监交。<br>,会计法律制度,
220202059,会计工作交接后，原移交人员因会计资料已办理移交，因而不再对这些会计资料的合法性、真实性负责。{{c1::}},对<br>||错<br>,2,参考解析： 移交人员应当对所移交的会计资料的合法性、真实性负责。<br>,会计法律制度,
220202060,注册会计师实施审计程序中，在获取充分、适当的审计证据后，如果认为错报单独或汇总起来对财务报表的影响重大且具有广泛性，注册会计师应当发表否定意见类型的审计报告。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
220202061,张某具备博士学位，2021年取得了会计师职称，张某若要符合担任正高级会计师的工作年限要求，应从事与会计师职责相关工作满5年。{{c1::}},对<br>||错<br>,2,参考解析：担任正高级会计师，—般应具有大学本科及以上学历或学士以上学位，取得“高级会计师职称后”，从事与“高级会计师”职责相关工作满5年。<br>,会计法律制度,
220202062,代理记账机构应当于每年4月30日之前，向审批机关报送代理记账机构基本情况表和专职从业人员变动情况。设立分支机构的，由总机构报送，分支机构不用单独报送。{{c1::}},对<br>||错<br>,2,参考解析：代理记账机构设立分支机构的，分支机构应当于每年4月30日之前向其所在地的审批机关报送相关材料。<br>,会计法律制度,
220202063,在必要情况下，收到检举材料和处理检举的相关部门及人员可以将被检举人姓名和检举材料转给被检举单位。{{c1::}},对<br>||错<br>,2,参考解析：任何单位和个人对违反《会计法》和国家统一的会计制度的行为，都有权进行检举。为保护检举人的合法权益，收到检举材料和处理检举的部门及其相关人员应当为检举人保密，不得将检举人姓名和检举材料转给被检举单位和被检举个人。转交的，尚未构成犯罪的，应被给予行政处分。<br>,会计法律制度,
220202064,因故意销毁会计凭证被依法追究刑事责任的会计人员，不得再从事会计工作。{{c1::}},对<br>||错<br>,1,参考解析：<br>,会计法律制度,
