id,question,options,answer,notes,Tags,questionPre
220103018,某工业企业为增值税一般纳税人，适用的增值税税率为13％。采用月末一次加权平均法计算发出原材料的成本。2018年10月1日，甲材料结存200千克，每千克实际成本为200元，10月9日购入甲材料300千克，取得的增值税专用发票上注明的价款为65400元，增值税税额为8502元。材料入库前的挑选整理费为300元，材料已验收入库。10月25日发出甲材料400千克。则10月末甲材料的库存余额为{{c1::}}元。,21140<br>||25000<br>||21200<br>||29500<br>,1,参考解析：该材料的入账价值＝65400＋300＝65700（元），存货加权平均单价＝（200×200＋65700）/（200＋300）＝211.4（元）。月末库存材料的数量＝200＋300－400＝100（千克），所以甲材料的库存余额＝100×211.4＝21140（元）。<br>,流动资产,
220103019,A企业委托B企业（A、B企业均为增值税一般纳税人）加工应税消费品一批，发出材料成本为67.5万元，支付给B企业加工费4.5万元，由B企业代收代缴消费税8万元，材料已经加工完毕验收入库，收回后用于直接销售。该委托加工物资加工后的入库成本为{{c1::}}万元。,75<br>||72<br>||67.5<br>||80<br>,4,参考解析：委托加工物资收回后用于直接销售，由受托方代收代缴的消费税应计入委托加工物资成本。该委托加工物资加工后的入库成本＝67.5＋4.5＋8＝80（万元）。<br>,流动资产,
220103020,某企业采用先进先出法计算发出材料的成本。2020年3月1日结存A材料100吨，每吨实际成本为400元；4月4日和5月17日分别购进A材料300吨和400吨，每吨实际成本分别为350元和420元；4月10日和5月27日分别发出200吨A材料。则A材料5月末账面余额为{{c1::}}元。,30000<br>||25601<br>||178000<br>||168000<br>,4,参考解析：A材料的月末余额＝400×420＝168000（元）。<br>,流动资产,
220103021,某企业因自然灾害毁损材料一批，购进时支付价款16000元，增值税进项税额为2080元。应收保险公司赔款1500元，残料入库价值200元。不考虑其他因素，应计入营业外支出的金额为{{c1::}}元。,17020<br>||18620<br>||14300<br>||14400<br>,3,参考解析：自然灾害导致的存货盘亏，不需要将进项税额转出。本题分录为：<br>批准前：<br>借：待处理财产损溢16000<br>贷：原材料16000<br>批准后：<br>借：其他应收款1500<br>原材料200<br>营业外支出14300<br>贷：待处理财产损溢16000<br>故应记入“营业外支出”账户的金额＝16000－1500－200＝14300（元）。<br>,流动资产,
220103022,甲公司发出存货时采用先进先出法，2020年6月初库存商品M的账面余额为600万元，已提存货跌价准备60万元，本月购入M商品的成本为430万元，本月销售M商品结转成本500万元，期末结存存货的预计售价为520万元，预计销售税费为70万元，则当年年末应计提的存货跌价准备为{{c1::}}万元。,75<br>||71<br>||80<br>||70<br>,4,参考解析：①本月销售时应结转存货跌价准备的金额＝60×500/600＝50（万元）；②结转后存货跌价准备的余额＝60－50＝10（万元）；③期末存货的可变现净值＝520－70＝450（万元）；④期末存货的账面余额＝600＋430－500＝530（万元）；⑤期末存货跌价准备的应有余额＝530－450＝80（万元）；⑥期末存货应补提的跌价准备＝80－10＝70（万元）。<br>,流动资产,
220103023,下列关于低值易耗品的说法中，不正确的是{{c1::}}。,低值易耗品应通过“周转材料”科目核算<br>||低值易耗品符合存货定义和条件的，通常应当按照使用次数分次计入成本费用<br>||金额较小的低值易耗品，可在领用时一次性计入成本费用<br>||摊销低值易耗品的价值时，均应计入管理费用<br>,4,参考解析：摊销低值易耗品的价值时，应根据低值易耗品的具体用途确定应记入科目，如果是生产车间领用，一般应记入“制造费用”科目，如果是管理部门领用，一般应记入“管理费用”科目。<br>,流动资产,
220103024,A公司与B公司均为增值税一般纳税人，A公司委托B公司加工一批材料（属于应税消费品），收回后继续用于生产应税消费品，A公司发出原材料实际成本为100万元。加工完成后，A公司支付加工费20万元（不含增值税），并取得增值税专用发票，增值税税率为13％，消费税税率为10％。不考虑其他因素，A公司收回该批委托加工物资的入账价值为{{c1::}}万元。,116.85<br>||136.33<br>||120<br>||139.73<br>,3,参考解析：A公司为增值税一般纳税人并取得了增值税专用发票，因此增值税不应计入委托加工物资的成本；委托加工物资收回后继续用于生产应税消费品，所以消费税不应计入委托加工物资的成本。该批委托加工物资的入账价值＝100＋20＝120（万元）。<br>,流动资产,
220103025,某企业材料采用计划成本核算，月初结存材料计划成本为260万元，材料成本差异为节约60万元；当月购入材料一批，实际成本为150万元，计划成本为140万元，领用材料的计划成本为200万元。则当月结存材料的实际成本为{{c1::}}万元。,125<br>||200<br>||250<br>||175<br>,4,参考解析：材料成本差异率＝（－60＋10）/（260＋140）×100％＝－12.5％；当月领用材料的实际成本＝200×（1－12.5％）＝175（万元）；当月结存材料的实际成本＝260－60＋150－175＝175（万元）。<br>,流动资产,
220103026,某企业为增值税小规模纳税人，购入一批原材料。取得的增值税专用发票上注明的价款为100万元，增值税税额为13万元；另付运费1万元，取得的增值税专用发票上注明的增值税税额为0.09万元。不考虑其他因素，该批原材料入账成本为{{c1::}}万元。,114.09<br>||113<br>||114<br>||101<br>,1,参考解析：小规模纳税人核算增值税采用简化的方法，即购进货物、应税劳务或应税行为，取得增值税专用发票上注明的增值税，一律不予抵扣，直接计入相关成本费用或资产。则该批原材料入账价值＝100＋13＋1＋0.09＝114.09（万元）。<br>,流动资产,
220103027,某企业2018年12月31日存货的账面余额为20000元，预计可变现净值为19000元。2019年12月31日存货的账面余额仍为20000元，预计可变现净值为21000元。则2019年年末应转回的存货跌价准备为{{c1::}}元。,1000<br>||2000<br>||9000<br>||3000<br>,1,参考解析：当存货的账面余额低于其可变现净值时，只需将以前计提的存货跌价准备转回。<br>,流动资产,
220103028,某商品流通企业采用毛利率法计算发出存货成本。该企业2020年4月份实际毛利率为20％，本年度5月1日的存货成本为3000万元，5月份购入存货成本为2500万元，销售收入为3000万元，销售退回为500万元。则该企业5月末存货成本为{{c1::}}万元。,1300<br>||1900<br>||2110<br>||3500<br>,4,参考解析：5月销售毛利＝（3000－500）×20％＝500（万元）；5月销售成本＝（3000－500）－500＝2000（万元）；5月末存货成本＝3000＋2500－2000＝3500（万元）。<br>,流动资产,
220103029,下列关于小企业对存货的核算表述中，不正确的是{{c1::}}。,包装材料，应记入“原材料”科目<br>||用于存储而不对外销售的包装物，应记入“固定资产”或“原材料”科目<br>||盘盈存货，应冲减“管理费用”科目<br>||计划成本法下，可以在“周转材料”科目下设置“成本差异”明细来核算材料成本差异<br>,3,参考解析：选项C，应记入“营业外收入”科目。<br>,流动资产,
220103030,某企业采用托收承付结算方式销售一批商品，增值税专用发票上注明的价款为1000万元，增值税税额为130万元，销售商品为客户代垫运输费5万元，全部款项已办妥托收手续。则该企业应确认的应收账款为{{c1::}}万元。,1000<br>||1005<br>||1130<br>||1135<br>,4,参考解析：该企业应确认的应收账款＝1000＋130＋5＝1135（万元）。<br>,流动资产,
220103031,某企业为增值税小规模纳税人，本月购入甲材料2060千克，每千克单价50元（含增值税），另外支付运杂费3500元，运输途中发生合理损耗60千克，入库前发生挑选整理费620元。则该批材料的实际单位成本为{{c1::}}元。,50<br>||51.81<br>||52<br>||53.56<br>,4,参考解析：该批材料的实际单位成本＝（2060×50＋3500＋620）/（2060－60）＝53.56（元/千克）。<br>,流动资产,
220103032,某企业原材料按实际成本进行日常核算。2017年3月1日结存甲材料300千克，每千克实际成本为20元；3月15日购入甲材料280千克，每千克实际成本为25元；3月31日发出甲材料200千克（该批材料为3月15日购进的材料）。按个别计价法和先进先出法计算3月份发出甲材料的实际成本的差额为{{c1::}}元。,400<br>||500<br>||1000<br>||1400<br>,3,参考解析：个别计价法：发出材料的成本＝200×25（3月15日购入材料的单位成本）＝5000（元）；先进先出法：发出材料的成本＝200×20（3月1日结存材料的单位成本）＝4000(元)；两种方法下计算出的发出材料的实际成本的差额＝5000－4000＝1000（元）。<br>,流动资产,
220103033,5月1日，A公司甲材料结存300千克，单价2万元；5月6日发出100千克；5月10日购进200千克，单价2.2万元；5月15日发出200千克。企业采用移动加权平均法计算发出存货成本，则5月15日结存材料的成本为{{c1::}}万元。,400<br>||416<br>||420<br>||440<br>,3,参考解析：5月10日的材料平均单位成本＝（300×2－100×2＋200×2.2）/（300－100＋200）＝2.1（万元）；5月15日结存材料的成本＝（300－100＋200－200）×2.1＝420（万元）。<br>,流动资产,
220103034,企业销售产品领用不单独计价的包装物一批，其计划成本为10000元，材料成本差异率为3％。对于该项业务，下列处理中正确的是{{c1::}}。,应计入其他业务成本的金额为10300元<br>||应计入其他业务成本的金额为10000元<br>||应计入销售费用的金额为10000元<br>||应计入销售费用的金额为10300元<br>,4,参考解析：企业销售商品领用的不单独计价的包装物，应按实际成本计入销售费用，因此，计入销售费用的金额＝10000＋10000×3％＝10300（元）。<br>,流动资产,
220103035,2021年6月5日，甲公司委托某量具厂加工一批量具，发出材料的计划成本为80000元，材料成本差异率为5％，以银行存款支付运杂费2000元，6月25日以银行存款支付上述量具的加工费20000元，6月30日收回委托加工的量具，并以银行存款支付运杂费3000元。假定不考虑其他因素，甲公司收回该批量具的实际成本为{{c1::}}元。,102000<br>||105000<br>||103000<br>||109000<br>,4,参考解析：实际成本＝耗用材料的实际成本＋运杂费＋加工费＝（80000＋80000×5％）＋2000＋20000＋3000＝109000（元）。<br>,流动资产,
220103036,某企业原材料采用实际成本核算，2021年6月29日该企业对存货进行全面清查。发现短缺原材料一批，账面成本12000元，已计提存货跌价准备2000元。经确认，应由保险公司赔款4000元，由过失人员赔款3000元，假定不考虑相关税费等其他因素，该项存货清查业务应确认的净损失为{{c1::}}元。,3000<br>||5000<br>||6000<br>||8000<br>,1,参考解析：盘亏存货的净损失是盘亏存货的账面价值扣除应收赔偿款后的净额。所以，净损失＝12000－2000－4000－3000＝3000（元）。<br>,流动资产,
220103037,关于企业的现金管理，下列说法中正确的有{{c1::}}。,向个人收购农副产品或其他物资，超过30000元，就不能使用现金<br>||单位留存现金的最高数额为10000元<br>||出差人员必须随身携带的差旅费可以用现金支付<br>||1000元以下的办公用品购置费可以用现金支付<br>,3||4,参考解析：选项A，向个人收购农副产品和其他物资的价款可以用现金支付，没有金额限制；选项B，单位留存现金的限额是由开户银行根据单位实际需要核定的，一般按照单位3～5天日常零星开支所需确定。<br>,流动资产,
220103038,对于现金短缺，企业在进行会计处理时，可能涉及的科目有{{c1::}}。,管理费用<br>||其他应收款<br>||待处理财产损溢<br>||应收账款<br>,1||2||3,参考解析：现金短缺时的会计分录如下：<br>借：待处理财产损溢<br>贷：库存现金<br>借：其他应收款<br>管理费用<br>贷：待处理财产损溢<br>,流动资产,
220103039,下列各项中，属于企业金融资产的有{{c1::}}。,应收票据<br>||应收账款<br>||债券投资<br>||库存现金<br>,1||2||3||4,参考解析：<br>,流动资产,
220103040,下列各种情形中，小企业应对应收账款确认坏账损失的有{{c1::}}。,债务人依法宣告破产，其清算财产不足清偿的<br>||债务人逾期3年以上未清偿，且有确凿证据证明已无力清偿债务的<br>||因自然灾害导致应收账款无法收回的<br>||与债务人达成债务重组协议后，无法追偿的<br>,1||2||3||4,参考解析：小企业满足下列条件之一的，应对应收款项确认坏账损失：<br>①债务人依法宣告破产、关闭、解散、被撤销，或者被依法注销、吊销营业执照，其清算财产不足清偿的；<br>②债务人死亡，或者依法被宣告失踪、死亡，其财产或者遗产不足清偿的；<br>③债务人逾期3年以上未清偿，且有确凿证据证明已无力清偿债务的；<br>④与债务人达成债务重组协议或法院批准破产重整计划后，无法追偿的；<br>⑤因自然灾害、战争等不可抗力导致无法收回的；<br>⑥国务院财政、税务主管部门规定的其他条件。<br>,流动资产,
220103041,下列关于备抵法核算信用减值损失优缺点的表述中，正确的有{{c1::}}。,不符合权责发生制原则<br>||符合谨慎性会计信息质量要求<br>||计算的预期信用减值损失的金额不准确<br>||企业存在操纵利润的空间<br>,2||3||4,参考解析：选项A，备抵法符合权责发生制原则。<br>,流动资产,
220103042,关于存货清查，下列表述中正确的有{{c1::}}。,盘盈存货应计入营业外收入<br>||存货盘盈或盘亏均应通过“待处理财产损溢”科目核算<br>||管理不善造成存货盘亏的净损失应计入管理费用<br>||自然灾害造成存货盘亏的净损失应计入营业外支出<br>,2||3||4,参考解析：选项A，盘盈存货应冲减管理费用。<br>,流动资产,
220103043,下列关于包装物的处理中，应记入“其他业务成本”的有{{c1::}}。,出借包装物成本的摊销<br>||出租包装物成本的摊销<br>||随同产品出售单独计价的包装物成本<br>||随同产品出售不单独计价的包装物成本<br>,2||3,参考解析：选项AD，应记入“销售费用”科目。<br>,流动资产,
220103044,下列各项中，企业应计入存货成本的有{{c1::}}。,为特定客户设计产品发生的可直接确定的设计费用<br>||发出委托加工材料负担的运输费用<br>||自制存货发生的直接材料、直接人工和制造费用<br>||购进原材料运输途中发生的合理损耗<br>,1||2||3||4,参考解析：<br>,流动资产,
220103045,下列各项中，关于原材料按计划成本核算的会计处理表述正确的有{{c1::}}。,入库材料的超支差异应借记“材料成本差异”科目<br>||发出材料应负担的节约差异应借记“材料成本差异”科目<br>||发出材料应负担的超支差异应贷记“材料成本差异”科目<br>||入库材料的节约差异应借记“材料成本差异”科目<br>,1||2||3,参考解析：选项D，入库材料的节约差异应记入“材料成本差异”科目的贷方。<br>,流动资产,
220103046,下列各项中，会引起交易性金融资产账面价值发生变化的有{{c1::}}。,期末交易性金融资产的账面价值与公允价值不同<br>||出售交易性金融资产<br>||确认作为交易性金融资产核算的债券的利息收入<br>||被投资单位宣告分配现金股利<br>,1||2,参考解析：选项A，由于交易性金融资产是以公允价值计量的，期末应按照账面价值和公允价值的差额调增或调减交易性金融资产的账面价值；选项B，使得交易性金融资产账面价值减少；选项C，应借记“应收利息”科目，贷记“投资收益”科目，不影响交易性金融资产的账面价值；选项D，应借记“应收股利”科目，贷记“投资收益”科目，不影响交易性金融资产的账面价值。<br>,流动资产,
220103047,下列关于消耗性生物资产的成本表述中，正确的有{{c1::}}。,收获前耗用的材料费（种子、肥料等）、人工费和应分摊的间接费用应计入自行栽培的 蔬菜成本<br>||郁闭前发生的造林费、抚育费、调查设计费用等以及应分摊的间接费用应计入自行营造 的林木类成本<br>||出售前发生的饲料费、人工费和应分摊的间接费用应计入自行繁殖的育肥畜的成本<br>||水产类养殖动物在入库前耗用的苗种、饲料、人工费和应分摊的间接费用应计入当期损益<br>,1||2||3,参考解析：选项D，水产养殖的动物成本包括出售或入库前耗用的苗种、饲料等材料费、人工费和应分摊的间接费用。<br>,流动资产,
220103048,下列与存货相关的会计处理的表述中，正确的有{{c1::}}。,因台风造成的净损失，计入营业外支出<br>||资产负债表日存货应按成本与可变现净值孰低计量<br>||按管理权限报经批准的存货的盘盈，应冲减管理费用<br>||结转商品销售成本的同时应结转其已计提的存货跌价准备<br>,1||2||3||4,参考解析：<br>,流动资产,
220103049,企业的各项应收款项，都存在发生坏账损失的风险。因此，按现行制度规定都可以提取一定比例的坏账准备。{{c1::}},对<br>||错<br>,1,参考解析：<br>,流动资产,
220103050,交易性金融资产期末采用公允价值计量，不计提减值准备。{{c1::}},对<br>||错<br>,1,参考解析：<br>,流动资产,
220103051,已验收入库但至月末尚未收到增值税扣税凭证的赊购货物，应按合同协议价格计算增值税进项税额并暂估入账。{{c1::}},对<br>||错<br>,2,参考解析：对于材料已到达并已验收入库，但发票账单等结算凭证未到，货款尚未支付的采购业务，应于期末按材料的暂估价值，借记“原材料”科目，贷记“应付账款——暂估应付账款”科目，但增值税进项税额不能暂估入账。<br>,流动资产,
220103052,企业附有向其他方交付现金或其他金融资产的合同义务的，应确认一项金融资产。{{c1::}},对<br>||错<br>,2,参考解析：金融资产是从其他方收取现金或其他金融资产的合同权利，本题产生的是义务，所以不会形成金融资产。<br>,流动资产,
220103053,小企业可以根据自身情况，自行选择备抵法或直接转销法核算应收款项的减值。{{c1::}},对<br>||错<br>,2,参考解析：小企业应采用直接转销法核算应收款项的减值。<br>,流动资产,
220103054,不含重大融资成分的应收款项，企业应当始终按照相当于整个存续期内预期信用损失的金额计量其损失准备。{{c1::}},对<br>||错<br>,1,参考解析：<br>,流动资产,
220103055,年末，如果“应交税费——转让金融商品应交增值税”科目有借方余额，说明本年度的金融商品转让损失无法弥补，可以转入下年度继续抵减转让金融资产的收益。{{c1::}},对<br>||错<br>,2,参考解析：年末，如果“应交税费——转让金融商品应交增值税”科目有借方余额，说明本年度的金融商品转让损失无法弥补，不能转入下年度继续抵减转让金融资产的收益，应将借方余额转出。<br>,流动资产,
220103056,采用移动加权平均法可以在月度内随时结转发出存货的成本。{{c1::}},对<br>||错<br>,1,参考解析：采用月末一次加权平均法，只在月末一次计算加权平均单价和发出存货成本，并不能随时通过账簿记录得到发出和结存材料的单价和金额。而移动加权平均法可以在月度内随时结转发出存货的成本。<br>,流动资产,
220103057,低值易耗品在摊销完毕时，“周转材料——低值易耗品”的相关明细科目的余额应为0。{{c1::}},对<br>||错<br>,1,参考解析：<br>,流动资产,
220103058,原材料采用计划成本法核算的，购入的材料无论是否验收入库，均需先通过“材料采购”科目进行核算。{{c1::}},对<br>||错<br>,1,参考解析：在计划成本法下，购入的材料无论是否验收入库，都要先通过“材料采购”科目进行核算，以反映企业所购材料的实际成本。<br>,流动资产,
220103059,资产负债表日，对于为生产而持有的材料，不论其生产的产成品的可变现净值是否高于成本，都应将该材料的可变现净值与成本进行比较，确定材料是否发生减值。{{c1::}},对<br>||错<br>,2,参考解析：判断用于生产产品的材料是否发生减值时，应先确定用该原材料生产的最终产品是否发生减值。如果产品未发生减值，则即使材料的账面价值（成本）已高于市场价格，也不应计提存货跌价准备。<br>,流动资产,
220103060,小企业在采购商品过程中发生的进货费用，应先进行归集，等期末在已售商品和未售商品之间分摊。{{c1::}},对<br>||错<br>,2,参考解析：小企业的进货费用，应计入销售费用。<br>,流动资产,
220103061,对于商业承兑汇票贴现，应将实际收到的金额与票面金额的差额，借记或贷记“管理费用”。{{c1::}},对<br>||错<br>,2,参考解析：对于票据贴现，企业通常应按实际收到的金额，借记“银行存款”科目，按应收票据的票面金额，贷记“应收票据”科目，按其差额，记入“财务费用”科目。<br>,流动资产,
220103062,企业由于预付款业务不多，不单独设置“预付账款”科目，对于预付的款项应通过“应付账款”科目核算。{{c1::}},对<br>||错<br>,1,参考解析：不单独设置“预付账款”科目的企业，预付的款项可以通过“应付账款”科目核算。<br>,流动资产,
220103063,如果企业采用先进先出法核算发出存货成本，则在物价持续上升时会高估企业当期利润。{{c1::}},对<br>||错<br>,1,参考解析：在物价持续上升时，采用先进先出法核算发出存货的成本，会高估企业当期利润和库存存货价值；反之，会低估企业存货价值和当期利润。<br>,流动资产,
220103064,资产负债表日，当存货成本低于可变现净值时，存货按成本计价，当可变现净值低于成本时，存货按可变现净值计价。{{c1::}},对<br>||错<br>,1,参考解析：期末，存货应按照成本与可变现净值孰低计量。<br>,流动资产,
220103065,消耗性生物资产收获为农产品时，应按其账面余额，借记“农产品”科目，贷记“消耗性生物资产”科目。{{c1::}},对<br>||错<br>,1,参考解析：<br>,流动资产,
220103066,出售消耗性生物资产，按照实际收到的价款与其账面余额的差额计入投资收益。{{c1::}},对<br>||错<br>,2,参考解析：出售时，会计处理为：<br>借：银行存款等（实际收到的价款）<br>贷：主营业务收入等<br>借：主营业务成本等（账面余额）<br>贷：消耗性生物资产<br>,流动资产,
220104001,甲股份有限公司于2018年4月1日购入面值为1000万元的3年期债券并划分为以摊余成本计量的金融资产，实际支付的价款为1500万元，其中包含已到付息期但尚未领取的债券利息20万元，另支付相关税费10万元。不考虑其他因素，则该项债权投资的初始入账金额为{{c1::}}万元。,1510<br>||1490<br>||1500<br>||1520<br>,2,参考解析：债权投资的初始入账金额＝1500－20＋10＝1490（万元）。相关会计分录为：<br>借：债权投资——成本1000<br>——利息调整490<br>应收利息20<br>贷：银行存款1510<br>相关税费10万元倒挤记入“债权投资——利息调整”科目。<br>,非流动资产,
220104002,企业取得以摊余成本计量的金融资产时支付的价款中包含的已到付息期但尚未领取的利息，应计入的会计科目是{{c1::}}。,债权投资——利息调整<br>||债权投资——成本<br>||债权投资——应计利息<br>||应收利息<br>,4,参考解析：企业取得以摊余成本计量的金融资产时，按取得时的购买价款和相关税费作为债权投资的初始确认金额，按其面值，借记“债权投资——成本”科目，按支付价款中包含的已到付息期但尚未领取的利息，借记“应收利息”科目，按照实际支付的金额，贷记“银行存款”等科目，按其差额，借记或贷记“债权投资——利息调整”科目。<br>,非流动资产,
220104003,甲公司为一家小企业，2020年1月1日，从二级市场购入丙公司当日发行的债券，支付价款合计65万元，另支付交易费用1万元。该债券面值为60万元，期限为5年，票面利率为4％，每年付息一次，合同现金流量特征仅为本金和以未偿付本金金额为基础的利息的支付。甲公司准备持有至到期，不考虑其他因素，则该长期债券投资的初始入账金额为{{c1::}}万元。,60<br>||64<br>||65<br>||66<br>,4,参考解析：长期债券投资的初始入账金额＝65＋1＝66（万元）。<br>借：长期债券投资——面值60<br>——溢折价6<br>贷：银行存款66<br>,非流动资产,
220104004,甲公司和A公司同属某企业集团，2019年1月1日，甲公司以其发行的普通股股票500万股（股票面值为每股1元，市价为每股5元），自其母公司处取得A公司80％的普通股权，并准备长期持有。A公司2019年1月1日相对于最终控制方的所有者权益账面价值总额为3000万元，可辨认净资产的公允价值为3200万元。甲公司取得A公司股权时的初始投资成本为{{c1::}}万元。,500<br>||2500<br>||2400<br>||2560<br>,3,参考解析：本题属于同一控制下企业合并，应按取得被合并方所有者权益在最终控制方合并财务报表中的账面价值的份额作为长期股权投资的初始投资成本。 甲公司取得A公司股权时的初始投资成本＝3000×80％＝2400（万元）。<br>借：长期股权投资2400<br>贷：股本500<br>资本公积——股本溢价1900<br>,非流动资产,
220104005,企业通过同一控制下的企业合并取得长期股权投资，并以支付现金作为合并对价的，其长期股权投资的初始投资成本为{{c1::}}。,购买价款<br>||购买价款加相关费用<br>||投资方取得被合并方所有者权益在最终控制方合并财务报表中的账面价值的份额<br>||投资方取得被合并方所有者权益公允价值的份额<br>,3,参考解析：按照企业会计准则的规定，同一控制下的企业合并取得的长期股权投资，应当在合并日按取得被合并方所有者权益在最终控制方合并财务报表中的账面价值的份额作为长期股权投资的初始投资成本。<br>,非流动资产,
220104006,2019年7月21日，A公司以一项固定资产作为合并对价，取得B公司60％的股份，能够对B公司实施控制。合并当日，该项固定资产原值3000万元，已计提折旧1200万元，已计提减值准备200万元，公允价值为2000万元。在合并过程中另发生审计费和法律服务费等相关中介费用50万元。2019年7月21日B公司所有者权益账面价值总额为4000万元。A公司与B公司此前不存在关联方关系，不考虑其他因素，则A公司该项长期股权投资的初始投资成本为{{c1::}}万元。,2050<br>||2000<br>||2400<br>||1650<br>,2,参考解析：通过非同一控制下的企业合并取得的长期股权投资，其初始投资成本为购买方付出的资产、发生或承担的负债以及发行的权益性证券的公允价值。相关分录为：<br>①将固定资产的账面价值转入固定资产清理：<br>借：固定资产清理1600<br>累计折旧1200<br>固定资产减值准备200<br>贷：固定资产3000<br>②固定资产公允价值与账面价之间的差额计入资产处置损益：<br>借：长期股权投资2000<br>贷：固定资产清理1600<br>资产处置损益（2000－1600）400<br>③支付审计费和法律服务费：<br>借：管理费用50<br>贷：银行存款50<br>,非流动资产,
220104007,下列关于非同一控制下企业合并形成长期股权投资时的各项处理中，不正确的是{{c1::}}。,以发行权益性证券取得被购买方控制权的，应按权益性证券在购买日的公允价值确认长期股权投资的初始投资成本<br>||所支付的非货币性资产若为固定资产，其在购买日的公允价值与账面价值的差额，应计入当期损益<br>||发生的相关审计、法律服务、评估咨询等中介费用计入当期损益<br>||为企业合并所发行权益性证券发生的手续费、佣金等费用，应计入当期损益<br>,4,参考解析：选项D，应抵减所发行权益性证券的溢价收入，溢价收入不足冲减的，依次冲减盈余公积、利润分配——未分配利润。<br>,非流动资产,
220104008,乙公司2019年1月1日从A公司购入其持有的B公司的30％的股份，乙公司以银行存款支付买价150万元，同时支付直接相关税费10万元。乙公司购入B公司股份后准备长期持有，B公司2019年1月1日的所有者权益的账面价值总额是900万元，公允价值总额为1000万元。不考虑其他因素，则乙公司应确认的长期股权投资初始投资成本为{{c1::}}万元。,160<br>||150<br>||180<br>||200<br>,1,参考解析：取得B公司30％的股份，属于非企业合并方式取得的长期股权投资，应该以付出资产的公允价值加上相关税费作为长期股权投资的初始投资成本。<br>借：长期股权投资——投资成本160<br>贷：银行存款160<br>,非流动资产,
220104009,甲、乙两公司均为增值税一般纳税人，适用的增值税税率为13％。2019年1月1日，甲公司用一批库存商品对乙公司进行投资，投资后占乙公司30％的股权，能够对乙公司施加重大影响。甲公司投出的库存商品账面余额为4000万元，未计提存货跌价准备，公允价值为4600万元。投资当日，乙公司可辨认净资产公允价值为8500万元。假设不考虑其他因素，则甲公司投资时取得长期股权投资的初始投资成本为{{c1::}}万元。,4520<br>||2550<br>||4600<br>||5198<br>,4,参考解析：非企业合并方式取得的长期股权投资，企业应以实际付出对价的公允价值和相关税费作为长期股权投资初始投资成本。初始投资成本＝4600＋4600×13％＝5198（万元）。会计处理为：<br>借：长期股权投资——投资成本5198<br>贷：主营业务收入4600<br>应交税费——应交增值税（销项税额）598<br>借：主营业务成本4000<br>贷：库存商品4000<br>,非流动资产,
220104010,A企业于2019年1月1日取得对B企业40％的股权，能对其产生重大影响，采用权益法核算。B企业资产、负债的公允价值均等于其账面价值。B企业2019年度利润表中的净利润为1100万元。不考虑所得税和其他因素的影响，A企业2019年应确认的投资收益为{{c1::}}万元。,440<br>||444<br>||436<br>||412<br>,1,参考解析：A企业2019年应确认的投资收益＝1100×40％＝440（万元）。 分录如下：<br>借：长期股权投资——损益调整440<br>贷：投资收益440<br>,非流动资产,
220104011,下列各项中，属于投资性房地产的是{{c1::}}。,房地产开发企业已用于在建商品房的土地使用权<br>||拥有并自行经营的旅馆<br>||自用的办公楼<br>||已出租的土地使用权<br>,4,参考解析：选项A，房地产开发企业已用于在建商品房的土地使用权应作为存货反映；选项B、C应作为固定资产核算。<br>,非流动资产,
220104012,关于成本模式计量的投资性房地产，下列说法中不正确的是{{c1::}}。,租金收入通过“其他业务收入”等科目核算<br>||在每期计提折旧或者摊销时，计提的折旧和摊销金额需要记入“管理费用”科目<br>||发生减值时，需要将减值的金额记入“资产减值损失”科目<br>||在满足一定条件时，可以转换为公允价值模式进行后续计量<br>,2,参考解析：选项B，采用成本模式计量的投资性房地产，每期的折旧或摊销额应记入“其他业务成本”等科目。<br>,非流动资产,
220104013,关于公允价值模式计量的投资性房地产，下列说法正确的是{{c1::}}。,租金收入一般计入其他业务收入<br>||折旧或摊销金额一般计入管理费用<br>||持有期间确认的公允价值变动计入投资收益<br>||作为存货核算的房地产转为以公允价值计量的投资性房地产，转换日资产的公允价值小 于账面价值的差额计入其他综合收益<br>,1,参考解析：选项B，采用公允价值模式计量的投资性房地产不计提折旧或摊销；选项C，公允价值变动应计入公允价值变动损益；选项D，此种转换形式下，转换日资产的公允价值小于账面价值的差额计入公允价值变动损益，公允价值大于账面价值的差额才计入其他综合收益。<br>,非流动资产,
220104014,某公司的投资性房地产采用公允价值计量模式。2018年6月23日，该公司将一项固定资产转换为投资性房地产。该固定资产的账面余额为400万元，已提折旧80万元，已经计提减值准备30万元。该项房地产在当日的公允价值为330万元。关于转换日的处理，下列各项表述中，正确的是{{c1::}}。,计入公允价值变动损益的金额为40万元<br>||投资性房地产的入账价值为290万元<br>||该项房地产在转换日的处理不影响当期损益<br>||转换前固定资产的账面价值为320万元<br>,3,参考解析：自用房地产转换为采用公允价值模式计量的投资性房地产时，投资性房地产应该按照转换当日的公允价值计量，公允价值小于账面价值的差额计入公允价值变动损益，公允价值大于账面价值的差额计入所有者权益（其他综合收益），本题中公允价值330万元大于账面价值290万元(400－80－30)，差额计入所有者权益（其他综合收益），因此转换当日的处理，不影响当期损益。<br>,非流动资产,
